"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","subject","view_history","responses","stimulus","key_press","stim_type"
"72937","ad.html","external-html","0","73397","0.0-0.0","MT-AZF4QMJ2UGW5O","","","","",""
"4143","","instructions","1","77542","0.0-1.0","MT-AZF4QMJ2UGW5O","[{""page_index"":0,""viewing_time"":4141}]","","","",""
"2708","","survey-multi-select","2","82257","0.0-2.0","MT-AZF4QMJ2UGW5O","","{""Q0"":[""Other""]}","","",""
"2585","","html-keyboard-response","3","84848","0.0-3.0","MT-AZF4QMJ2UGW5O","","","<p>In each of the following trials, you will hear one syllable.</p><p>After you have heard the syllable, please indicate the <strong>identity</strong> of the perceived syllable,i.e., which syllable you think you heard,</p><p>You will then hear the syllable again once.</p><p>Then, please indicate how <strong>prototypical</strong> is the syllable of the pereived identity on a scale from 1 to 7</p><p></p><p><mark>Press any key to begin.</mark></p>","83",""
"null","","html-keyboard-response","4","85350","0.0-4.0-0.0","MT-AZF4QMJ2UGW5O","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","5","85660","0.0-4.0-1.0","MT-AZF4QMJ2UGW5O","","","snd/ma.wav","null",""
"null","","audio-keyboard-response","6","86412","0.0-4.0-2.0-0.0","MT-AZF4QMJ2UGW5O","","","snd/ma.wav","null",""
"958997","","html-keyboard-response","7","1045410","0.0-4.0-2.0-1.0","MT-AZF4QMJ2UGW5O","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","17",""
"10974","","survey-text","8","1056387","0.0-4.0-3.0","MT-AZF4QMJ2UGW5O","","{""Q0"":""any other""}","","",""
"2215","","audio-keyboard-response","9","1058604","0.0-4.0-4.0","MT-AZF4QMJ2UGW5O","","","snd/ma.wav","54","typicality"
"null","","html-keyboard-response","10","1059606","0.0-4.0-0.1","MT-AZF4QMJ2UGW5O","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","11","1059854","0.0-4.0-1.1","MT-AZF4QMJ2UGW5O","","","snd/pu3_1.wav","null",""
"null","","audio-keyboard-response","12","1060606","0.0-4.0-2.1-0.1","MT-AZF4QMJ2UGW5O","","","snd/pu3_1.wav","null",""
"1381","","html-keyboard-response","13","1061987","0.0-4.0-2.1-1.1","MT-AZF4QMJ2UGW5O","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","13",""
"1605","","survey-text","14","1063595","0.0-4.0-3.1","MT-AZF4QMJ2UGW5O","","{""Q0"":""any other""}","","",""
"1138","","audio-keyboard-response","15","1064735","0.0-4.0-4.1","MT-AZF4QMJ2UGW5O","","","snd/pu3_1.wav","54","typicality"
"null","","html-keyboard-response","16","1065737","0.0-4.0-0.2","MT-AZF4QMJ2UGW5O","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","17","1065960","0.0-4.0-1.2","MT-AZF4QMJ2UGW5O","","","snd/ti.wav","null",""
"null","","audio-keyboard-response","18","1066681","0.0-4.0-2.2-0.2","MT-AZF4QMJ2UGW5O","","","snd/ti.wav","null",""
"1937","","html-keyboard-response","19","1068618","0.0-4.0-2.2-1.2","MT-AZF4QMJ2UGW5O","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","13",""
"1886","","survey-text","20","1070507","0.0-4.0-3.2","MT-AZF4QMJ2UGW5O","","{""Q0"":""any other""}","","",""
"1146","","audio-keyboard-response","21","1071658","0.0-4.0-4.2","MT-AZF4QMJ2UGW5O","","","snd/ti.wav","52","typicality"
"null","","html-keyboard-response","22","1072661","0.0-4.0-0.3","MT-AZF4QMJ2UGW5O","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","23","1072907","0.0-4.0-1.3","MT-AZF4QMJ2UGW5O","","","snd/me2_0.wav","null",""
"null","","audio-keyboard-response","24","1073659","0.0-4.0-2.3-0.3","MT-AZF4QMJ2UGW5O","","","snd/me2_0.wav","null",""
"2214","","html-keyboard-response","25","1075875","0.0-4.0-2.3-1.3","MT-AZF4QMJ2UGW5O","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","13",""
"2328","","survey-text","26","1078203","0.0-4.0-3.3","MT-AZF4QMJ2UGW5O","","{""Q0"":""any other""}","","",""
"1454","","audio-keyboard-response","27","1079658","0.0-4.0-4.3","MT-AZF4QMJ2UGW5O","","","snd/me2_0.wav","51","typicality"
"null","","html-keyboard-response","28","1080659","0.0-4.0-0.4","MT-AZF4QMJ2UGW5O","","","<p>next syllable</p>","null",""
