"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","subject","view_history","responses","stimulus","key_press","stim_type"
"2619","ad.html","external-html","0","2973","0.0-0.0","MT-AZBS0MVCBSCGY","","","","",""
"82778","","instructions","1","85755","0.0-1.0","MT-AZBS0MVCBSCGY","[{""page_index"":0,""viewing_time"":82776}]","","","",""
"3159","","survey-multi-select","2","90932","0.0-2.0","MT-AZBS0MVCBSCGY","","{""Q0"":[""English""]}","","",""
"6925","","html-keyboard-response","3","97861","0.0-3.0","MT-AZBS0MVCBSCGY","","","<p>In each of the following trials, you will hear one syllable.</p><p>After you have heard the syllable, please indicate the <strong>identity</strong> of the perceived syllable,i.e., which syllable you think you heard,</p><p>You will then hear the syllable again once.</p><p>Then, please indicate how <strong>prototypical</strong> is the syllable of the pereived identity on a scale from 1 to 7</p><p></p><p><mark>Press any key to begin.</mark></p>","32",""
"null","","html-keyboard-response","4","98364","0.0-4.0-0.0","MT-AZBS0MVCBSCGY","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","5","98612","0.0-4.0-1.0","MT-AZBS0MVCBSCGY","","","snd/ta2_1.wav","null",""
"null","","audio-keyboard-response","6","99372","0.0-4.0-2.0-0.0","MT-AZBS0MVCBSCGY","","","snd/ta2_1.wav","null",""
"5151","","html-keyboard-response","7","104524","0.0-4.0-2.0-1.0","MT-AZBS0MVCBSCGY","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","82",""
"null","","audio-keyboard-response","8","104782","0.0-4.0-2.1-0.1","MT-AZBS0MVCBSCGY","","","snd/ta2_1.wav","null",""
"2781","","html-keyboard-response","9","107564","0.0-4.0-2.1-1.1","MT-AZBS0MVCBSCGY","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","82",""
"null","","audio-keyboard-response","10","107822","0.0-4.0-2.2-0.2","MT-AZBS0MVCBSCGY","","","snd/ta2_1.wav","null",""
"2781","","html-keyboard-response","11","110604","0.0-4.0-2.2-1.2","MT-AZBS0MVCBSCGY","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","13",""
"11551","","survey-text","12","122156","0.0-4.0-3.0","MT-AZBS0MVCBSCGY","","{""Q0"":""next syllable""}","","",""
"7451","","audio-keyboard-response","13","129605","0.0-4.0-4.0","MT-AZBS0MVCBSCGY","","","snd/ta2_1.wav","50","typicality"
"null","","html-keyboard-response","14","130607","0.0-4.0-0.1","MT-AZBS0MVCBSCGY","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","15","130853","0.0-4.0-1.1","MT-AZBS0MVCBSCGY","","","snd/fu.wav","null",""
"null","","audio-keyboard-response","16","131603","0.0-4.0-2.3-0.3","MT-AZBS0MVCBSCGY","","","snd/fu.wav","null",""
"1482","","html-keyboard-response","17","133085","0.0-4.0-2.3-1.3","MT-AZBS0MVCBSCGY","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","49",""
"19236","","survey-text","18","152323","0.0-4.0-3.1","MT-AZBS0MVCBSCGY","","{""Q0"":""any other""}","","",""
"1460","","audio-keyboard-response","19","153793","0.0-4.0-4.1","MT-AZBS0MVCBSCGY","","","snd/fu.wav","55","typicality"
"null","","html-keyboard-response","20","154794","0.0-4.0-0.2","MT-AZBS0MVCBSCGY","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","21","155052","0.0-4.0-1.2","MT-AZBS0MVCBSCGY","","","snd/li.wav","null",""
"null","","audio-keyboard-response","22","155813","0.0-4.0-2.4-0.4","MT-AZBS0MVCBSCGY","","","snd/li.wav","null",""
"2759","","html-keyboard-response","23","158573","0.0-4.0-2.4-1.4","MT-AZBS0MVCBSCGY","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","13",""
"3239","","survey-text","24","161814","0.0-4.0-3.2","MT-AZBS0MVCBSCGY","","{""Q0"":""any other""}","","",""
"879","","audio-keyboard-response","25","162892","0.0-4.0-4.2","MT-AZBS0MVCBSCGY","","","snd/li.wav","54","typicality"
"null","","html-keyboard-response","26","163893","0.0-4.0-0.3","MT-AZBS0MVCBSCGY","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","27","164143","0.0-4.0-1.3","MT-AZBS0MVCBSCGY","","","snd/fe.wav","null",""
"null","","audio-keyboard-response","28","164893","0.0-4.0-2.5-0.5","MT-AZBS0MVCBSCGY","","","snd/fe.wav","null",""
"911","","html-keyboard-response","29","165805","0.0-4.0-2.5-1.5","MT-AZBS0MVCBSCGY","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","13",""
"1973","","survey-text","30","167781","0.0-4.0-3.3","MT-AZBS0MVCBSCGY","","{""Q0"":""any other""}","","",""
"1370","","audio-keyboard-response","31","169149","0.0-4.0-4.3","MT-AZBS0MVCBSCGY","","","snd/fe.wav","54","typicality"
"null","","html-keyboard-response","32","170154","0.0-4.0-0.4","MT-AZBS0MVCBSCGY","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","33","170413","0.0-4.0-1.4","MT-AZBS0MVCBSCGY","","","snd/si1_0.wav","null",""
"null","","audio-keyboard-response","34","171172","0.0-4.0-2.6-0.6","MT-AZBS0MVCBSCGY","","","snd/si1_0.wav","null",""
"960","","html-keyboard-response","35","172132","0.0-4.0-2.6-1.6","MT-AZBS0MVCBSCGY","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","13",""
"1527","","survey-text","36","173662","0.0-4.0-3.4","MT-AZBS0MVCBSCGY","","{""Q0"":""any other""}","","",""
"1300","","audio-keyboard-response","37","174964","0.0-4.0-4.4","MT-AZBS0MVCBSCGY","","","snd/si1_0.wav","54","typicality"
"null","","html-keyboard-response","38","175965","0.0-4.0-0.5","MT-AZBS0MVCBSCGY","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","39","176223","0.0-4.0-1.5","MT-AZBS0MVCBSCGY","","","snd/la.wav","null",""
"null","","audio-keyboard-response","40","176973","0.0-4.0-2.7-0.7","MT-AZBS0MVCBSCGY","","","snd/la.wav","null",""
"1383","","html-keyboard-response","41","178356","0.0-4.0-2.7-1.7","MT-AZBS0MVCBSCGY","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","13",""
"1774","","survey-text","42","180131","0.0-4.0-3.5","MT-AZBS0MVCBSCGY","","{""Q0"":""any other""}","","",""
"1022","","audio-keyboard-response","43","181156","0.0-4.0-4.5","MT-AZBS0MVCBSCGY","","","snd/la.wav","55","typicality"
"null","","html-keyboard-response","44","182177","0.0-4.0-0.6","MT-AZBS0MVCBSCGY","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","45","182432","0.0-4.0-1.6","MT-AZBS0MVCBSCGY","","","snd/ni.wav","null",""
"null","","audio-keyboard-response","46","183197","0.0-4.0-2.8-0.8","MT-AZBS0MVCBSCGY","","","snd/ni.wav","null",""
"1653","","html-keyboard-response","47","184851","0.0-4.0-2.8-1.8","MT-AZBS0MVCBSCGY","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","13",""
"3039","","survey-text","48","187892","0.0-4.0-3.6","MT-AZBS0MVCBSCGY","","{""Q0"":""any other""}","","",""
"1440","","audio-keyboard-response","49","189340","0.0-4.0-4.6","MT-AZBS0MVCBSCGY","","","snd/ni.wav","53","typicality"
"null","","html-keyboard-response","50","190343","0.0-4.0-0.7","MT-AZBS0MVCBSCGY","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","51","190591","0.0-4.0-1.7","MT-AZBS0MVCBSCGY","","","snd/ka.wav","null",""
"null","","audio-keyboard-response","52","191341","0.0-4.0-2.9-0.9","MT-AZBS0MVCBSCGY","","","snd/ka.wav","null",""
"1367","","html-keyboard-response","53","192708","0.0-4.0-2.9-1.9","MT-AZBS0MVCBSCGY","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","13",""
"2850","","survey-text","54","195559","0.0-4.0-3.7","MT-AZBS0MVCBSCGY","","{""Q0"":""any other""}","","",""
"1080","","audio-keyboard-response","55","196652","0.0-4.0-4.7","MT-AZBS0MVCBSCGY","","","snd/ka.wav","54","typicality"
"null","","html-keyboard-response","56","197654","0.0-4.0-0.8","MT-AZBS0MVCBSCGY","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","57","197902","0.0-4.0-1.8","MT-AZBS0MVCBSCGY","","","snd/mu1_0.wav","null",""
"null","","audio-keyboard-response","58","198662","0.0-4.0-2.10-0.10","MT-AZBS0MVCBSCGY","","","snd/mu1_0.wav","null",""
"1645","","html-keyboard-response","59","200308","0.0-4.0-2.10-1.10","MT-AZBS0MVCBSCGY","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","13",""
"1782","","survey-text","60","202091","0.0-4.0-3.8","MT-AZBS0MVCBSCGY","","{""Q0"":""any other""}","","",""
"1071","","audio-keyboard-response","61","203165","0.0-4.0-4.8","MT-AZBS0MVCBSCGY","","","snd/mu1_0.wav","52","typicality"
"null","","html-keyboard-response","62","204168","0.0-4.0-0.9","MT-AZBS0MVCBSCGY","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","63","204421","0.0-4.0-1.9","MT-AZBS0MVCBSCGY","","","snd/me2_0.wav","null",""
"null","","audio-keyboard-response","64","205182","0.0-4.0-2.11-0.11","MT-AZBS0MVCBSCGY","","","snd/me2_0.wav","null",""
"748","","html-keyboard-response","65","205931","0.0-4.0-2.11-1.11","MT-AZBS0MVCBSCGY","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","13",""
"1407","","survey-text","66","207340","0.0-4.0-3.9","MT-AZBS0MVCBSCGY","","{""Q0"":""any other""}","","",""
"958","","audio-keyboard-response","67","208292","0.0-4.0-4.9","MT-AZBS0MVCBSCGY","","","snd/me2_0.wav","52","typicality"
"null","","html-keyboard-response","68","209293","0.0-4.0-0.10","MT-AZBS0MVCBSCGY","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","69","209551","0.0-4.0-1.10","MT-AZBS0MVCBSCGY","","","snd/pe2_1.wav","null",""
"null","","audio-keyboard-response","70","210352","0.0-4.0-2.12-0.12","MT-AZBS0MVCBSCGY","","","snd/pe2_1.wav","null",""
"902","","html-keyboard-response","71","211254","0.0-4.0-2.12-1.12","MT-AZBS0MVCBSCGY","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","13",""
"1724","","survey-text","72","212980","0.0-4.0-3.10","MT-AZBS0MVCBSCGY","","{""Q0"":""any other""}","","",""
"2392","","audio-keyboard-response","73","215365","0.0-4.0-4.10","MT-AZBS0MVCBSCGY","","","snd/pe2_1.wav","53","typicality"
"null","","html-keyboard-response","74","216370","0.0-4.0-0.11","MT-AZBS0MVCBSCGY","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","75","216582","0.0-4.0-1.11","MT-AZBS0MVCBSCGY","","","snd/ti.wav","null",""
"null","","audio-keyboard-response","76","217301","0.0-4.0-2.13-0.13","MT-AZBS0MVCBSCGY","","","snd/ti.wav","null",""
"646","","html-keyboard-response","77","217948","0.0-4.0-2.13-1.13","MT-AZBS0MVCBSCGY","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","13",""
"2950","","survey-text","78","220900","0.0-4.0-3.11","MT-AZBS0MVCBSCGY","","{""Q0"":""any other""}","","",""
"911","","audio-keyboard-response","79","221820","0.0-4.0-4.11","MT-AZBS0MVCBSCGY","","","snd/ti.wav","52","typicality"
"null","","html-keyboard-response","80","222823","0.0-4.0-0.12","MT-AZBS0MVCBSCGY","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","81","223082","0.0-4.0-1.12","MT-AZBS0MVCBSCGY","","","snd/so2_0.wav","null",""
"null","","audio-keyboard-response","82","223841","0.0-4.0-2.14-0.14","MT-AZBS0MVCBSCGY","","","snd/so2_0.wav","null",""
"497","","html-keyboard-response","83","224339","0.0-4.0-2.14-1.14","MT-AZBS0MVCBSCGY","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","13",""
"1736","","survey-text","84","226076","0.0-4.0-3.12","MT-AZBS0MVCBSCGY","","{""Q0"":""any other""}","","",""
"250","","audio-keyboard-response","85","226324","0.0-4.0-4.12","MT-AZBS0MVCBSCGY","","","snd/so2_0.wav","52","typicality"
"null","","html-keyboard-response","86","227328","0.0-4.0-0.13","MT-AZBS0MVCBSCGY","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","87","227572","0.0-4.0-1.13","MT-AZBS0MVCBSCGY","","","snd/ku.wav","null",""
"null","","audio-keyboard-response","88","228322","0.0-4.0-2.15-0.15","MT-AZBS0MVCBSCGY","","","snd/ku.wav","null",""
"577","","html-keyboard-response","89","228900","0.0-4.0-2.15-1.15","MT-AZBS0MVCBSCGY","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","13",""
"1567","","survey-text","90","230468","0.0-4.0-3.13","MT-AZBS0MVCBSCGY","","{""Q0"":""any other""}","","",""
"392","","audio-keyboard-response","91","230860","0.0-4.0-4.13","MT-AZBS0MVCBSCGY","","","snd/ku.wav","52","typicality"
"null","","html-keyboard-response","92","231862","0.0-4.0-0.14","MT-AZBS0MVCBSCGY","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","93","232112","0.0-4.0-1.14","MT-AZBS0MVCBSCGY","","","snd/to.wav","null",""
"null","","audio-keyboard-response","94","232862","0.0-4.0-2.16-0.16","MT-AZBS0MVCBSCGY","","","snd/to.wav","null",""
"933","","html-keyboard-response","95","233796","0.0-4.0-2.16-1.16","MT-AZBS0MVCBSCGY","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","13",""
"2206","","survey-text","96","236004","0.0-4.0-3.14","MT-AZBS0MVCBSCGY","","{""Q0"":""any other""}","","",""
"479","","audio-keyboard-response","97","236485","0.0-4.0-4.14","MT-AZBS0MVCBSCGY","","","snd/to.wav","54","typicality"
"null","","html-keyboard-response","98","237490","0.0-4.0-0.15","MT-AZBS0MVCBSCGY","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","99","237742","0.0-4.0-1.15","MT-AZBS0MVCBSCGY","","","snd/lo.wav","null",""
"null","","audio-keyboard-response","100","238502","0.0-4.0-2.17-0.17","MT-AZBS0MVCBSCGY","","","snd/lo.wav","null",""
"478","","html-keyboard-response","101","238981","0.0-4.0-2.17-1.17","MT-AZBS0MVCBSCGY","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","9",""
"2055","","survey-text","102","241038","0.0-4.0-3.15","MT-AZBS0MVCBSCGY","","{""Q0"":""any other""}","","",""
"1959","","audio-keyboard-response","103","242997","0.0-4.0-4.15","MT-AZBS0MVCBSCGY","","","snd/lo.wav","54","typicality"
"null","","html-keyboard-response","104","244000","0.0-4.0-0.16","MT-AZBS0MVCBSCGY","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","105","244253","0.0-4.0-1.16","MT-AZBS0MVCBSCGY","","","snd/ke.wav","null",""
"null","","audio-keyboard-response","106","245012","0.0-4.0-2.18-0.18","MT-AZBS0MVCBSCGY","","","snd/ke.wav","null",""
"345","","html-keyboard-response","107","245357","0.0-4.0-2.18-1.18","MT-AZBS0MVCBSCGY","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","9",""
"1918","","survey-text","108","247277","0.0-4.0-3.16","MT-AZBS0MVCBSCGY","","{""Q0"":""any other""}","","",""
"1219","","audio-keyboard-response","109","248494","0.0-4.0-4.16","MT-AZBS0MVCBSCGY","","","snd/ke.wav","52","typicality"
"null","","html-keyboard-response","110","249499","0.0-4.0-0.17","MT-AZBS0MVCBSCGY","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","111","249751","0.0-4.0-1.17","MT-AZBS0MVCBSCGY","","","snd/ma.wav","null",""
"null","","audio-keyboard-response","112","250502","0.0-4.0-2.19-0.19","MT-AZBS0MVCBSCGY","","","snd/ma.wav","null",""
"2739","","html-keyboard-response","113","253242","0.0-4.0-2.19-1.19","MT-AZBS0MVCBSCGY","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","32",""
"2450","","survey-text","114","255693","0.0-4.0-3.17","MT-AZBS0MVCBSCGY","","{""Q0"":""any other""}","","",""
"2429","","audio-keyboard-response","115","258126","0.0-4.0-4.17","MT-AZBS0MVCBSCGY","","","snd/ma.wav","53","typicality"
"null","","html-keyboard-response","116","259126","0.0-4.0-0.18","MT-AZBS0MVCBSCGY","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","117","259372","0.0-4.0-1.18","MT-AZBS0MVCBSCGY","","","snd/pa2_0.wav","null",""
"null","","audio-keyboard-response","118","260133","0.0-4.0-2.20-0.20","MT-AZBS0MVCBSCGY","","","snd/pa2_0.wav","null",""
"937","","html-keyboard-response","119","261070","0.0-4.0-2.20-1.20","MT-AZBS0MVCBSCGY","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","32",""
"1582","","survey-text","120","262653","0.0-4.0-3.18","MT-AZBS0MVCBSCGY","","{""Q0"":""any other""}","","",""
"1268","","audio-keyboard-response","121","263925","0.0-4.0-4.18","MT-AZBS0MVCBSCGY","","","snd/pa2_0.wav","54","typicality"
"null","","html-keyboard-response","122","264981","0.0-4.0-0.19","MT-AZBS0MVCBSCGY","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","123","265222","0.0-4.0-1.19","MT-AZBS0MVCBSCGY","","","snd/fa.wav","null",""
"null","","audio-keyboard-response","124","265974","0.0-4.0-2.21-0.21","MT-AZBS0MVCBSCGY","","","snd/fa.wav","null",""
