"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","subject","view_history","responses","stimulus","key_press","stim_type"
"3863","ad.html","external-html","0","3920","0.0-0.0","MT-A20CZCJPRP54G9","","","","",""
"66880","","instructions","1","70802","0.0-1.0","MT-A20CZCJPRP54G9","[{""page_index"":0,""viewing_time"":66879}]","","","",""
"3203","","survey-multi-select","2","76017","0.0-2.0","MT-A20CZCJPRP54G9","","{""Q0"":[""English""]}","","",""
"7927","","html-keyboard-response","3","83946","0.0-3.0","MT-A20CZCJPRP54G9","","","<p>In each of the following trials, you will hear one syllable.</p><p>After you have heard the syllable, please indicate the <strong>identity</strong> of the perceived syllable,i.e., which syllable you think you heard,</p><p>You will then hear the syllable again once.</p><p>Then, please indicate how <strong>prototypical</strong> is the syllable of the pereived identity on a scale from 1 to 7</p><p></p><p><mark>Press any key to begin.</mark></p>","67",""
"null","","html-keyboard-response","4","84458","0.0-4.0-0.0","MT-A20CZCJPRP54G9","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","5","84731","0.0-4.0-1.0","MT-A20CZCJPRP54G9","","","snd/ma.wav","null",""
"null","","audio-keyboard-response","6","85511","0.0-4.0-2.0-0.0","MT-A20CZCJPRP54G9","","","snd/ma.wav","null",""
"2858","","html-keyboard-response","7","88370","0.0-4.0-2.0-1.0","MT-A20CZCJPRP54G9","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","66",""
"3172","","survey-text","8","91544","0.0-4.0-3.0","MT-A20CZCJPRP54G9","","{""Q0"":""ma""}","","",""
"6360","","audio-keyboard-response","9","97906","0.0-4.0-4.0","MT-A20CZCJPRP54G9","","","snd/ma.wav","54","typicality"
"null","","html-keyboard-response","10","98933","0.0-4.0-0.1","MT-A20CZCJPRP54G9","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","11","99201","0.0-4.0-1.1","MT-A20CZCJPRP54G9","","","snd/lo.wav","null",""
"null","","audio-keyboard-response","12","99970","0.0-4.0-2.1-0.1","MT-A20CZCJPRP54G9","","","snd/lo.wav","null",""
"1494","","html-keyboard-response","13","101465","0.0-4.0-2.1-1.1","MT-A20CZCJPRP54G9","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","66",""
"2156","","survey-text","14","103623","0.0-4.0-3.1","MT-A20CZCJPRP54G9","","{""Q0"":""lo""}","","",""
"2181","","audio-keyboard-response","15","105799","0.0-4.0-4.1","MT-A20CZCJPRP54G9","","","snd/lo.wav","54","typicality"
"null","","html-keyboard-response","16","106830","0.0-4.0-0.2","MT-A20CZCJPRP54G9","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","17","107089","0.0-4.0-1.2","MT-A20CZCJPRP54G9","","","snd/ke.wav","null",""
"null","","audio-keyboard-response","18","107870","0.0-4.0-2.2-0.2","MT-A20CZCJPRP54G9","","","snd/ke.wav","null",""
"1832","","html-keyboard-response","19","109703","0.0-4.0-2.2-1.2","MT-A20CZCJPRP54G9","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","78",""
"3577","","survey-text","20","113281","0.0-4.0-3.2","MT-A20CZCJPRP54G9","","{""Q0"":""ki""}","","",""
"4429","","audio-keyboard-response","21","117713","0.0-4.0-4.2","MT-A20CZCJPRP54G9","","","snd/ke.wav","51","typicality"
"null","","html-keyboard-response","22","118728","0.0-4.0-0.3","MT-A20CZCJPRP54G9","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","23","118991","0.0-4.0-1.3","MT-A20CZCJPRP54G9","","","snd/li.wav","null",""
"null","","audio-keyboard-response","24","119750","0.0-4.0-2.3-0.3","MT-A20CZCJPRP54G9","","","snd/li.wav","null",""
"1713","","html-keyboard-response","25","121465","0.0-4.0-2.3-1.3","MT-A20CZCJPRP54G9","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","75",""
"2790","","survey-text","26","124256","0.0-4.0-3.3","MT-A20CZCJPRP54G9","","{""Q0"":""li""}","","",""
"3259","","audio-keyboard-response","27","127514","0.0-4.0-4.3","MT-A20CZCJPRP54G9","","","snd/li.wav","52","typicality"
"null","","html-keyboard-response","28","128528","0.0-4.0-0.4","MT-A20CZCJPRP54G9","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","29","128791","0.0-4.0-1.4","MT-A20CZCJPRP54G9","","","snd/ni.wav","null",""
"null","","audio-keyboard-response","30","129551","0.0-4.0-2.4-0.4","MT-A20CZCJPRP54G9","","","snd/ni.wav","null",""
"1553","","html-keyboard-response","31","131105","0.0-4.0-2.4-1.4","MT-A20CZCJPRP54G9","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","75",""
"2542","","survey-text","32","133648","0.0-4.0-3.4","MT-A20CZCJPRP54G9","","{""Q0"":""ni""}","","",""
"1869","","audio-keyboard-response","33","135513","0.0-4.0-4.4","MT-A20CZCJPRP54G9","","","snd/ni.wav","53","typicality"
"null","","html-keyboard-response","34","136530","0.0-4.0-0.5","MT-A20CZCJPRP54G9","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","35","136790","0.0-4.0-1.5","MT-A20CZCJPRP54G9","","","snd/pa2_0.wav","null",""
"null","","audio-keyboard-response","36","137561","0.0-4.0-2.5-0.5","MT-A20CZCJPRP54G9","","","snd/pa2_0.wav","null",""
"1456","","html-keyboard-response","37","139018","0.0-4.0-2.5-1.5","MT-A20CZCJPRP54G9","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","66",""
"2283","","survey-text","38","141304","0.0-4.0-3.5","MT-A20CZCJPRP54G9","","{""Q0"":""ba""}","","",""
"1691","","audio-keyboard-response","39","143001","0.0-4.0-4.5","MT-A20CZCJPRP54G9","","","snd/pa2_0.wav","54","typicality"
"null","","html-keyboard-response","40","144039","0.0-4.0-0.6","MT-A20CZCJPRP54G9","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","41","144290","0.0-4.0-1.6","MT-A20CZCJPRP54G9","","","snd/ku.wav","null",""
"null","","audio-keyboard-response","42","145070","0.0-4.0-2.6-0.6","MT-A20CZCJPRP54G9","","","snd/ku.wav","null",""
"1433","","html-keyboard-response","43","146505","0.0-4.0-2.6-1.6","MT-A20CZCJPRP54G9","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","78",""
"11695","","survey-text","44","158200","0.0-4.0-3.6","MT-A20CZCJPRP54G9","","{""Q0"":""ku""}","","",""
"2931","","audio-keyboard-response","45","161130","0.0-4.0-4.6","MT-A20CZCJPRP54G9","","","snd/ku.wav","51","typicality"
"null","","html-keyboard-response","46","162160","0.0-4.0-0.7","MT-A20CZCJPRP54G9","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","47","162430","0.0-4.0-1.7","MT-A20CZCJPRP54G9","","","snd/fa.wav","null",""
"null","","audio-keyboard-response","48","163190","0.0-4.0-2.7-0.7","MT-A20CZCJPRP54G9","","","snd/fa.wav","null",""
"1554","","html-keyboard-response","49","164745","0.0-4.0-2.7-1.7","MT-A20CZCJPRP54G9","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","72",""
"2157","","survey-text","50","166904","0.0-4.0-3.7","MT-A20CZCJPRP54G9","","{""Q0"":""ba""}","","",""
"1800","","audio-keyboard-response","51","168705","0.0-4.0-4.7","MT-A20CZCJPRP54G9","","","snd/fa.wav","51","typicality"
"null","","html-keyboard-response","52","169717","0.0-4.0-0.8","MT-A20CZCJPRP54G9","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","53","169971","0.0-4.0-1.8","MT-A20CZCJPRP54G9","","","snd/ta2_1.wav","null",""
"null","","audio-keyboard-response","54","170730","0.0-4.0-2.8-0.8","MT-A20CZCJPRP54G9","","","snd/ta2_1.wav","null",""
"1350","","html-keyboard-response","55","172081","0.0-4.0-2.8-1.8","MT-A20CZCJPRP54G9","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","66",""
"2591","","survey-text","56","174672","0.0-4.0-3.8","MT-A20CZCJPRP54G9","","{""Q0"":""da""}","","",""
"2400","","audio-keyboard-response","57","177071","0.0-4.0-4.8","MT-A20CZCJPRP54G9","","","snd/ta2_1.wav","54","typicality"
"null","","html-keyboard-response","58","178108","0.0-4.0-0.9","MT-A20CZCJPRP54G9","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","59","178359","0.0-4.0-1.9","MT-A20CZCJPRP54G9","","","snd/pe2_1.wav","null",""
"null","","audio-keyboard-response","60","179131","0.0-4.0-2.9-0.9","MT-A20CZCJPRP54G9","","","snd/pe2_1.wav","null",""
"2045","","html-keyboard-response","61","181176","0.0-4.0-2.9-1.9","MT-A20CZCJPRP54G9","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","78",""
"13639","","survey-text","62","194816","0.0-4.0-3.9","MT-A20CZCJPRP54G9","","{""Q0"":""be""}","","",""
"2509","","audio-keyboard-response","63","197329","0.0-4.0-4.9","MT-A20CZCJPRP54G9","","","snd/pe2_1.wav","49","typicality"
"null","","html-keyboard-response","64","198368","0.0-4.0-0.10","MT-A20CZCJPRP54G9","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","65","198630","0.0-4.0-1.10","MT-A20CZCJPRP54G9","","","snd/si1_0.wav","null",""
"null","","audio-keyboard-response","66","199401","0.0-4.0-2.10-0.10","MT-A20CZCJPRP54G9","","","snd/si1_0.wav","null",""
