"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","subject","view_history","responses","stimulus","key_press","stim_type"
"63149","ad.html","external-html","0","63199","0.0-0.0","MT-A27HGM9SULA4BC","","","","",""
"21587","","instructions","1","84787","0.0-1.0","MT-A27HGM9SULA4BC","[{""page_index"":0,""viewing_time"":21586}]","","","",""
"4432","","survey-multi-select","2","91232","0.0-2.0","MT-A27HGM9SULA4BC","","{""Q0"":[""English""]}","","",""
"16770","","html-keyboard-response","3","108004","0.0-3.0","MT-A27HGM9SULA4BC","","","<p>In each of the following trials, you will hear one syllable.</p><p>After you have heard the syllable, please indicate the <strong>identity</strong> of the perceived syllable,i.e., which syllable you think you heard,</p><p>You will then hear the syllable again once.</p><p>Then, please indicate how <strong>prototypical</strong> is the syllable of the pereived identity on a scale from 1 to 7</p><p></p><p><mark>Press any key to begin.</mark></p>","32",""
"null","","html-keyboard-response","4","108507","0.0-4.0-0.0","MT-A27HGM9SULA4BC","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","5","108797","0.0-4.0-1.0","MT-A27HGM9SULA4BC","","","snd/pu3_1.wav","null",""
"null","","audio-keyboard-response","6","109546","0.0-4.0-2.0-0.0","MT-A27HGM9SULA4BC","","","snd/pu3_1.wav","null",""
"3444","","html-keyboard-response","7","112992","0.0-4.0-2.0-1.0","MT-A27HGM9SULA4BC","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","82",""
"null","","audio-keyboard-response","8","113236","0.0-4.0-2.1-0.1","MT-A27HGM9SULA4BC","","","snd/pu3_1.wav","null",""
"935","","html-keyboard-response","9","114171","0.0-4.0-2.1-1.1","MT-A27HGM9SULA4BC","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","82",""
"null","","audio-keyboard-response","10","114416","0.0-4.0-2.2-0.2","MT-A27HGM9SULA4BC","","","snd/pu3_1.wav","null",""
"227","","html-keyboard-response","11","114643","0.0-4.0-2.2-1.2","MT-A27HGM9SULA4BC","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","82",""
"null","","audio-keyboard-response","12","114896","0.0-4.0-2.3-0.3","MT-A27HGM9SULA4BC","","","snd/pu3_1.wav","null",""
"97","","html-keyboard-response","13","114993","0.0-4.0-2.3-1.3","MT-A27HGM9SULA4BC","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","82",""
"null","","audio-keyboard-response","14","115236","0.0-4.0-2.4-0.4","MT-A27HGM9SULA4BC","","","snd/pu3_1.wav","null",""
"33","","html-keyboard-response","15","115269","0.0-4.0-2.4-1.4","MT-A27HGM9SULA4BC","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","82",""
"null","","audio-keyboard-response","16","115516","0.0-4.0-2.5-0.5","MT-A27HGM9SULA4BC","","","snd/pu3_1.wav","null",""
"95","","html-keyboard-response","17","115611","0.0-4.0-2.5-1.5","MT-A27HGM9SULA4BC","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","82",""
"null","","audio-keyboard-response","18","115856","0.0-4.0-2.6-0.6","MT-A27HGM9SULA4BC","","","snd/pu3_1.wav","null",""
"189","","html-keyboard-response","19","116046","0.0-4.0-2.6-1.6","MT-A27HGM9SULA4BC","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","82",""
"null","","audio-keyboard-response","20","116296","0.0-4.0-2.7-0.7","MT-A27HGM9SULA4BC","","","snd/pu3_1.wav","null",""
"117","","html-keyboard-response","21","116414","0.0-4.0-2.7-1.7","MT-A27HGM9SULA4BC","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","82",""
"null","","audio-keyboard-response","22","116656","0.0-4.0-2.8-0.8","MT-A27HGM9SULA4BC","","","snd/pu3_1.wav","null",""
"527","","html-keyboard-response","23","117183","0.0-4.0-2.8-1.8","MT-A27HGM9SULA4BC","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","82",""
