"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","subject","view_history","responses","stimulus","key_press","stim_type"
"3065","ad.html","external-html","0","3148","0.0-0.0","MT-A1LOUZD99NZCT2","","","","",""
"7864","","instructions","1","11012","0.0-1.0","MT-A1LOUZD99NZCT2","[{""page_index"":0,""viewing_time"":7863}]","","","",""
"2439","","survey-multi-select","2","15456","0.0-2.0","MT-A1LOUZD99NZCT2","","{""Q0"":[""English""]}","","",""
"5212","","html-keyboard-response","3","20669","0.0-3.0","MT-A1LOUZD99NZCT2","","","<p>In each of the following trials, you will hear one syllable.</p><p>After you have heard the syllable, please indicate the <strong>identity</strong> of the perceived syllable,i.e., which syllable you think you heard,</p><p>You will then hear the syllable again once.</p><p>Then, please indicate how <strong>prototypical</strong> is the syllable of the pereived identity on a scale from 1 to 7</p><p></p><p><mark>Press any key to begin.</mark></p>","32",""
"null","","html-keyboard-response","4","21170","0.0-4.0-0.0","MT-A1LOUZD99NZCT2","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","5","21423","0.0-4.0-1.0","MT-A1LOUZD99NZCT2","","","snd/mu1_0.wav","null",""
"null","","audio-keyboard-response","6","22183","0.0-4.0-2.0-0.0","MT-A1LOUZD99NZCT2","","","snd/mu1_0.wav","null",""
"3221","","html-keyboard-response","7","25405","0.0-4.0-2.0-1.0","MT-A1LOUZD99NZCT2","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","32",""
"5092","","survey-text","8","30497","0.0-4.0-3.0","MT-A1LOUZD99NZCT2","","{""Q0"":""u""}","","",""
"4627","","audio-keyboard-response","9","35125","0.0-4.0-4.0","MT-A1LOUZD99NZCT2","","","snd/mu1_0.wav","52","typicality"
"null","","html-keyboard-response","10","36130","0.0-4.0-0.1","MT-A1LOUZD99NZCT2","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","11","36376","0.0-4.0-1.1","MT-A1LOUZD99NZCT2","","","snd/fa.wav","null",""
