"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","subject","view_history","responses","stimulus","key_press","stim_type"
"6132","ad.html","external-html","0","6340","0.0-0.0","MT-A2Z70GL7HTFFQR","","","","",""
"23361","","instructions","1","29703","0.0-1.0","MT-A2Z70GL7HTFFQR","[{""page_index"":0,""viewing_time"":23359}]","","","",""
"3540","","survey-multi-select","2","35257","0.0-2.0","MT-A2Z70GL7HTFFQR","","{""Q0"":[""English"",""Spanish""]}","","",""
"10476","","html-keyboard-response","3","45736","0.0-3.0","MT-A2Z70GL7HTFFQR","","","<p>In each of the following trials, you will hear one syllable.</p><p>After you have heard the syllable, please indicate the <strong>identity</strong> of the perceived syllable,i.e., which syllable you think you heard,</p><p>You will then hear the syllable again once.</p><p>Then, please indicate how <strong>prototypical</strong> is the syllable of the pereived identity on a scale from 1 to 7</p><p></p><p><mark>Press any key to begin.</mark></p>","70",""
"null","","html-keyboard-response","4","46240","0.0-4.0-0.0","MT-A2Z70GL7HTFFQR","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","5","46821","0.0-4.0-1.0","MT-A2Z70GL7HTFFQR","","","snd/ni.wav","null",""
"null","","audio-keyboard-response","6","47582","0.0-4.0-2.0-0.0","MT-A2Z70GL7HTFFQR","","","snd/ni.wav","null",""
"4615","","html-keyboard-response","7","52197","0.0-4.0-2.0-1.0","MT-A2Z70GL7HTFFQR","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","82",""
"null","","audio-keyboard-response","8","52442","0.0-4.0-2.1-0.1","MT-A2Z70GL7HTFFQR","","","snd/ni.wav","null",""
"867","","html-keyboard-response","9","53310","0.0-4.0-2.1-1.1","MT-A2Z70GL7HTFFQR","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","82",""
"null","","audio-keyboard-response","10","53552","0.0-4.0-2.2-0.2","MT-A2Z70GL7HTFFQR","","","snd/ni.wav","null",""
"222","","html-keyboard-response","11","53774","0.0-4.0-2.2-1.2","MT-A2Z70GL7HTFFQR","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","82",""
"null","","audio-keyboard-response","12","54021","0.0-4.0-2.3-0.3","MT-A2Z70GL7HTFFQR","","","snd/ni.wav","null",""
"113","","html-keyboard-response","13","54134","0.0-4.0-2.3-1.3","MT-A2Z70GL7HTFFQR","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","82",""
"null","","audio-keyboard-response","14","54381","0.0-4.0-2.4-0.4","MT-A2Z70GL7HTFFQR","","","snd/ni.wav","null",""
"1225","","html-keyboard-response","15","55607","0.0-4.0-2.4-1.4","MT-A2Z70GL7HTFFQR","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","70",""
"4054","","survey-text","16","59663","0.0-4.0-3.0","MT-A2Z70GL7HTFFQR","","{""Q0"":""i""}","","",""
"23560","","audio-keyboard-response","17","83223","0.0-4.0-4.0","MT-A2Z70GL7HTFFQR","","","snd/ni.wav","51","typicality"
"null","","html-keyboard-response","18","84228","0.0-4.0-0.1","MT-A2Z70GL7HTFFQR","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","19","84472","0.0-4.0-1.1","MT-A2Z70GL7HTFFQR","","","snd/pu3_1.wav","null",""
"null","","audio-keyboard-response","20","85221","0.0-4.0-2.5-0.5","MT-A2Z70GL7HTFFQR","","","snd/pu3_1.wav","null",""
"1640","","html-keyboard-response","21","86862","0.0-4.0-2.5-1.5","MT-A2Z70GL7HTFFQR","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","82",""
"null","","audio-keyboard-response","22","87112","0.0-4.0-2.6-0.6","MT-A2Z70GL7HTFFQR","","","snd/pu3_1.wav","null",""
"453","","html-keyboard-response","23","87566","0.0-4.0-2.6-1.6","MT-A2Z70GL7HTFFQR","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","82",""
"null","","audio-keyboard-response","24","87821","0.0-4.0-2.7-0.7","MT-A2Z70GL7HTFFQR","","","snd/pu3_1.wav","null",""
"2912","","html-keyboard-response","25","90734","0.0-4.0-2.7-1.7","MT-A2Z70GL7HTFFQR","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","82",""
"null","","audio-keyboard-response","26","90981","0.0-4.0-2.8-0.8","MT-A2Z70GL7HTFFQR","","","snd/pu3_1.wav","null",""
"303","","html-keyboard-response","27","91286","0.0-4.0-2.8-1.8","MT-A2Z70GL7HTFFQR","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","82",""
"null","","audio-keyboard-response","28","91541","0.0-4.0-2.9-0.9","MT-A2Z70GL7HTFFQR","","","snd/pu3_1.wav","null",""
"144","","html-keyboard-response","29","91686","0.0-4.0-2.9-1.9","MT-A2Z70GL7HTFFQR","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","82",""
"null","","audio-keyboard-response","30","91941","0.0-4.0-2.10-0.10","MT-A2Z70GL7HTFFQR","","","snd/pu3_1.wav","null",""
"145","","html-keyboard-response","31","92086","0.0-4.0-2.10-1.10","MT-A2Z70GL7HTFFQR","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","82",""
"null","","audio-keyboard-response","32","92341","0.0-4.0-2.11-0.11","MT-A2Z70GL7HTFFQR","","","snd/pu3_1.wav","null",""
"200","","html-keyboard-response","33","92542","0.0-4.0-2.11-1.11","MT-A2Z70GL7HTFFQR","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","82",""
"null","","audio-keyboard-response","34","92791","0.0-4.0-2.12-0.12","MT-A2Z70GL7HTFFQR","","","snd/pu3_1.wav","null",""
"1302","","html-keyboard-response","35","94094","0.0-4.0-2.12-1.12","MT-A2Z70GL7HTFFQR","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","75",""
"3682","","survey-text","36","97777","0.0-4.0-3.1","MT-A2Z70GL7HTFFQR","","{""Q0"":""bu""}","","",""
