"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","subject","view_history","responses","stimulus","key_press","stim_type"
"2166","ad.html","external-html","0","3704","0.0-0.0","MT-A1IMRSDQ7RO9US","","","","",""
"30301","","instructions","1","34009","0.0-1.0","MT-A1IMRSDQ7RO9US","[{""page_index"":0,""viewing_time"":30297}]","","","",""
"2784","","survey-multi-select","2","38814","0.0-2.0","MT-A1IMRSDQ7RO9US","","{""Q0"":[""English""]}","","",""
"17339","","html-keyboard-response","3","56158","0.0-3.0","MT-A1IMRSDQ7RO9US","","","<p>In each of the following trials, you will hear one syllable.</p><p>After you have heard the syllable, please indicate the <strong>identity</strong> of the perceived syllable,i.e., which syllable you think you heard,</p><p>You will then hear the syllable again once.</p><p>Then, please indicate how <strong>prototypical</strong> is the syllable of the pereived identity on a scale from 1 to 7</p><p></p><p><mark>Press any key to begin.</mark></p>","13",""
"null","","html-keyboard-response","4","56662","0.0-4.0-0.0","MT-A1IMRSDQ7RO9US","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","5","56997","0.0-4.0-1.0","MT-A1IMRSDQ7RO9US","","","snd/to.wav","null",""
"null","","audio-keyboard-response","6","57747","0.0-4.0-2.0-0.0","MT-A1IMRSDQ7RO9US","","","snd/to.wav","null",""
"6648","","html-keyboard-response","7","64395","0.0-4.0-2.0-1.0","MT-A1IMRSDQ7RO9US","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","78",""
"6253","","survey-text","8","70654","0.0-4.0-3.0","MT-A1IMRSDQ7RO9US","","{""Q0"":""tho""}","","",""
"38888","","audio-keyboard-response","9","110634","0.0-4.0-4.0","MT-A1IMRSDQ7RO9US","","","snd/to.wav","49","typicality"
"null","","html-keyboard-response","10","111638","0.0-4.0-0.1","MT-A1IMRSDQ7RO9US","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","11","111923","0.0-4.0-1.1","MT-A1IMRSDQ7RO9US","","","snd/pa2_0.wav","null",""
"null","","audio-keyboard-response","12","112674","0.0-4.0-2.1-0.1","MT-A1IMRSDQ7RO9US","","","snd/pa2_0.wav","null",""
"3354","","html-keyboard-response","13","116029","0.0-4.0-2.1-1.1","MT-A1IMRSDQ7RO9US","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","82",""
"null","","audio-keyboard-response","14","116280","0.0-4.0-2.2-0.2","MT-A1IMRSDQ7RO9US","","","snd/pa2_0.wav","null",""
"2041","","html-keyboard-response","15","118322","0.0-4.0-2.2-1.2","MT-A1IMRSDQ7RO9US","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","76",""
"5143","","survey-text","16","123467","0.0-4.0-3.1","MT-A1IMRSDQ7RO9US","","{""Q0"":""pa""}","","",""
"5242","","audio-keyboard-response","17","128716","0.0-4.0-4.1","MT-A1IMRSDQ7RO9US","","","snd/pa2_0.wav","54","typicality"
"null","","html-keyboard-response","18","129720","0.0-4.0-0.2","MT-A1IMRSDQ7RO9US","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","19","129966","0.0-4.0-1.2","MT-A1IMRSDQ7RO9US","","","snd/ni.wav","null",""
"null","","audio-keyboard-response","20","130718","0.0-4.0-2.3-0.3","MT-A1IMRSDQ7RO9US","","","snd/ni.wav","null",""
"1694","","html-keyboard-response","21","132413","0.0-4.0-2.3-1.3","MT-A1IMRSDQ7RO9US","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","13",""
"5399","","survey-text","22","137813","0.0-4.0-3.2","MT-A1IMRSDQ7RO9US","","{""Q0"":""ne""}","","",""
"1654","","audio-keyboard-response","23","139468","0.0-4.0-4.2","MT-A1IMRSDQ7RO9US","","","snd/ni.wav","55","typicality"
"null","","html-keyboard-response","24","140472","0.0-4.0-0.3","MT-A1IMRSDQ7RO9US","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","25","140724","0.0-4.0-1.3","MT-A1IMRSDQ7RO9US","","","snd/fu.wav","null",""
