"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","subject","view_history","responses","stimulus","key_press","stim_type"
"1653","ad.html","external-html","0","1724","0.0-0.0","MT-AQ9Y6WD8O72ZC","","","","",""
"12877","","instructions","1","14603","0.0-1.0","MT-AQ9Y6WD8O72ZC","[{""page_index"":0,""viewing_time"":12876}]","","","",""
"3342","","survey-multi-select","2","19951","0.0-2.0","MT-AQ9Y6WD8O72ZC","","{""Q0"":[""English""]}","","",""
"8907","","html-keyboard-response","3","28861","0.0-3.0","MT-AQ9Y6WD8O72ZC","","","<p>In each of the following trials, you will hear one syllable.</p><p>After you have heard the syllable, please indicate the <strong>identity</strong> of the perceived syllable,i.e., which syllable you think you heard,</p><p>You will then hear the syllable again once.</p><p>Then, please indicate how <strong>prototypical</strong> is the syllable of the pereived identity on a scale from 1 to 7</p><p></p><p><mark>Press any key to begin.</mark></p>","78",""
"null","","html-keyboard-response","4","29363","0.0-4.0-0.0","MT-AQ9Y6WD8O72ZC","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","5","29657","0.0-4.0-1.0","MT-AQ9Y6WD8O72ZC","","","snd/pe2_1.wav","null",""
"null","","audio-keyboard-response","6","30414","0.0-4.0-2.0-0.0","MT-AQ9Y6WD8O72ZC","","","snd/pe2_1.wav","null",""
"5282","","html-keyboard-response","7","35697","0.0-4.0-2.0-1.0","MT-AQ9Y6WD8O72ZC","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","77",""
"4690","","survey-text","8","40390","0.0-4.0-3.0","MT-AQ9Y6WD8O72ZC","","{""Q0"":""be""}","","",""
"7979","","audio-keyboard-response","9","48369","0.0-4.0-4.0","MT-AQ9Y6WD8O72ZC","","","snd/pe2_1.wav","52","typicality"
"null","","html-keyboard-response","10","49373","0.0-4.0-0.1","MT-AQ9Y6WD8O72ZC","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","11","49624","0.0-4.0-1.1","MT-AQ9Y6WD8O72ZC","","","snd/ka.wav","null",""
"null","","audio-keyboard-response","12","50381","0.0-4.0-2.1-0.1","MT-AQ9Y6WD8O72ZC","","","snd/ka.wav","null",""
"2305","","html-keyboard-response","13","52688","0.0-4.0-2.1-1.1","MT-AQ9Y6WD8O72ZC","","","<p><strong>r</strong> to repeat,<br> <strong>any other</strong> to continue</p>","51",""
"6769","","survey-text","14","59457","0.0-4.0-3.1","MT-AQ9Y6WD8O72ZC","","{""Q0"":""ca""}","","",""
"1728","","audio-keyboard-response","15","61193","0.0-4.0-4.1","MT-AQ9Y6WD8O72ZC","","","snd/ka.wav","52","typicality"
"null","","html-keyboard-response","16","62196","0.0-4.0-0.2","MT-AQ9Y6WD8O72ZC","","","<p>next syllable</p>","null",""
"null","","audio-keyboard-response","17","62445","0.0-4.0-1.2","MT-AQ9Y6WD8O72ZC","","","snd/ke.wav","null",""
"null","","audio-keyboard-response","18","63203","0.0-4.0-2.2-0.2","MT-AQ9Y6WD8O72ZC","","","snd/ke.wav","null",""
